"","X.log10P","log2FC","feature","SigDiff","norm"
"smlct.31",40.7321747574234,0.652910195385629,"smlct.31","UP",40.737407283632
"smldur.31",45.0668637267095,0.751539670929664,"smldur.31","UP",45.0731296676721
"smldist.31",90.484602486999,0.894077328770071,"smldist.31","UP",90.4890195631494
"smlct.32",32.2701870667467,0.677352361738653,"smlct.32","UP",32.2772951088652
"smldur.32",49.2223673102534,0.613794726674863,"smldur.32","UP",49.2261941205289
"larct.32",125.081028039198,0.934493084690261,"larct.32","UP",125.084518836937
"smlct.33",33.9224291516516,0.596774033498509,"smlct.33","UP",33.9276780637267
"smldur.33",42.2840587560982,0.63858189449357,"smldur.33","UP",42.2888804737739
"smldist.33",103.980816683628,0.730134350988129,"smldist.33","UP",103.983380087227
"larct.33",108.051698684198,0.658073855477534,"larct.33","UP",108.053702619299
"lardur.33",207.192087570663,0.71946314014608,"lardur.33","UP",207.19333671501
"lardist.33",188.367836712892,0.651351697419227,"lardist.33","UP",188.368962854628
"inadur.34",38.3246665575907,0.625980113564108,"inadur.34","UP",38.3297784738327
"smlct.34",36.4295060471445,0.747641782344478,"smlct.34","UP",36.4371771556695
"smldur.34",46.9813227561051,0.793748174710672,"smldur.34","UP",46.9880274546418
"smldist.34",88.5288151850224,0.67687000251525,"smldist.34","UP",88.5314027397294
"larct.34",113.976676571417,0.793092371992058,"larct.34","UP",113.979435854789
"lardur.34",225.641943587014,0.926529850074444,"lardur.34","UP",225.643845835175
"lardist.34",193.682390805497,0.740908495820328,"lardist.34","UP",193.683807928108
"inadist.35",27.3982080089779,0.760035161697984,"inadist.35","UP",27.4087477924519
"larct.35",125.218801056534,0.71817354266451,"larct.35","UP",125.220860527603
"inact.36",21.0457574905607,0.622903979276836,"inact.36","UP",21.0549737050154
"smlct.36",40.1491157666589,0.646031997456549,"smlct.36","UP",40.1543130209734
"smldur.36",49.4214211045216,0.606100055362059,"smldur.36","UP",49.4251375442452
"larct.36",117.6042045322,0.860387848072468,"larct.36","UP",117.60735177233
"lardur.36",215.513500407243,1.10757284911255,"lardur.36","UP",215.516346422723
"lardist.36",180.445640654519,1.08279306453468,"lardist.36","UP",180.448889362169
"smldur.37",40.0495587794408,0.598568218486569,"smldur.37","UP",40.0540315366639
"smldist.37",77.6729777398827,0.715262337393265,"smldist.37","UP",77.6762709660525
"larct.37",111.782181597177,0.592274761377345,"larct.37","UP",111.78375066179
"lardist.38",155.391428537914,0.613215092763641,"lardist.38","UP",155.392638486524
"inadur.39",23.9833544915978,0.593707094612389,"inadur.39","UP",23.9907019652164
"larct.39",101.446720124089,0.857043605703264,"larct.39","UP",101.450340303408
"larct.40",119.96722882838,0.910395895830823,"larct.40","UP",119.970683141541
"lardur.40",220.931217989249,1.00140837059235,"lardur.40","UP",220.933487504583
"lardist.40",184.521067150077,0.617272260417056,"lardist.40","UP",184.522099617489
"lardist.41",140.373218340473,-0.721206410738195,"lardist.41","DOWN",140.375071027405
"larct.42",117.167491087294,0.713102348093983,"larct.42","UP",117.169661101541
"lardur.42",205.199312799911,0.862026226376772,"lardur.42","UP",205.201123444222
"lardist.42",179.74158269852,0.957555015885345,"lardist.42","UP",179.744133318942
"inadur.46",40.1887944492618,0.653927246242968,"inadur.46","UP",40.1941142473421
"inadist.46",20.8007849420972,0.643727546027827,"inadist.46","UP",20.8107433639669
"lardur.46",215.931814138254,0.747757765965466,"lardur.46","UP",215.933108852519
"lardist.46",190.369063880936,0.592843759086381,"lardist.46","UP",190.369986990141
"lardist.47",185.172973005552,0.683074106622141,"lardist.47","UP",185.174232877985
"inadur.48",34.3645162531851,0.596132686800634,"inadur.48","UP",34.3696865201837
"inadist.48",18.7321383675887,0.640275760780768,"inadist.48","UP",18.743077678768
"smlct.48",48.6903799382036,0.81311907049553,"smlct.48","UP",48.6971689233515
"smldur.48",55.0149981267551,0.736863020026716,"smldur.48","UP",55.0199326244331
"smldist.48",114.40504809667,0.653151922956023,"smldist.48","UP",114.406912542188
"larct.48",121.160355393831,0.847243356574953,"larct.48","UP",121.163317635597
"lardur.48",235.926081790248,0.958139907662287,"lardur.48","UP",235.928027374836
"lardist.48",210.520775620193,0.898895859675283,"lardist.48","UP",210.522694694643
"smlct.49",48.0956315473162,0.613392899444477,"smlct.49","UP",48.0995428750033
"smldist.49",123.716238957085,0.676980305627746,"smldist.49","UP",123.718091175142
"larct.49",123.059931528868,0.941181019844816,"larct.49","UP",123.063530623827
"lardur.49",220.707782133568,1.29585991120155,"lardur.49","UP",220.711586345683
"lardist.49",185.207218057221,1.30686966386951,"lardist.49","UP",185.211828803706
"inadur.50",45.450251109681,0.621774859082266,"inadur.50","UP",45.4545039562467
"inadist.50",17.0896825122343,0.73290195482499,"inadist.50","UP",17.1053907773062
"smlct.50",29.038965133123,0.608401651218834,"smlct.50","UP",29.0453378112898
"larct.50",107.089377031267,0.823798065663495,"larct.50","UP",107.092545567831
"lardur.50",202.650592535943,1.03604918416302,"lardur.50","UP",202.653240914329
"lardist.50",176.471020626444,0.873903904573143,"lardist.50","UP",176.473184447307
"smlct.51",39.4893503279103,0.652988295637627,"smlct.51","UP",39.4947488032861
"smldist.51",95.4452457877956,0.748007506916059,"smldist.51","UP",95.4481768224156
"larct.51",127.513063762987,0.970792081870148,"larct.51","UP",127.516759163216
"lardur.51",201.14832000612,0.70756449054058,"lardur.51","UP",201.149564475772
"lardist.51",181.310312979233,0.877898600698341,"lardist.51","UP",181.31243834492
"smlct.52",32.9556348265965,0.595367624753436,"smlct.52","UP",32.9610122634695
"smldur.52",48.2052302375816,0.69958187481216,"smldur.52","UP",48.210306336486
"smldist.52",96.375337884941,0.80749384543193,"smldist.52","UP",96.3787206739483
"larct.52",96.9485317418194,0.598937141193489,"larct.52","UP",96.9503818073641
"inadur.53",37.1201230140148,0.603077353695765,"inadur.53","UP",37.1250216817463
"smlct.53",66.2049360309216,0.794977537058776,"smlct.53","UP",66.2097088359618
"smldur.53",63.4431218934733,0.870356299773344,"smldur.53","UP",63.4490916852138
"smldist.53",102.495746540977,0.715500687173576,"smldist.53","UP",102.498243888495
"larct.53",121.543666227812,1.07180725651089,"larct.53","UP",121.548391889374
"lardur.53",225.728966947538,0.768013579984059,"lardur.53","UP",225.730273477134
"lardist.53",179.192511762082,0.69128758884506,"lardist.53","UP",179.193845179276
"larct.54",125.218801056534,0.963204909946891,"larct.54","UP",125.22250557202
"lardur.54",205.113791375833,0.72357234703616,"lardur.54","UP",205.115067631586
"lardist.54",176.307421476771,0.624500342309165,"lardist.54","UP",176.308527497865
"lardist.55",143.045757490561,0.64012113476774,"lardist.55","UP",143.04718973512
"smlct.56",43.8206359712597,0.639224738514803,"smlct.56","UP",43.8252980045999
"larct.56",113.844289934397,0.787070649691891,"larct.56","UP",113.847010636532
"lardur.56",219.970150704871,1.03604918416302,"lardur.56","UP",219.972590563088
"lardist.56",179.013572807189,0.808786283708154,"lardist.56","UP",179.015399852771
"smlct.59",41.5452394935864,0.748531844036992,"smlct.59","UP",41.5519821970142
"smldur.59",45.301896784662,0.670348488886576,"smldur.59","UP",45.3068562072533
"smldist.59",86.6859732675282,0.791398983385415,"smldist.59","UP",86.6895857279842
"smlct.64",48.7124322993362,0.732592386888331,"smlct.64","UP",48.7179407623387
"smldur.64",59.1695869175444,0.841740289062169,"smldur.64","UP",59.1755738688445
"smldist.64",100.062812410246,1.00210806031815,"smldist.64","UP",100.067830235359
"larct.65",123.589157902986,0.883660097172993,"larct.65","UP",123.592316938944
"lardur.65",206.513118907991,0.879522957914121,"lardur.65","UP",206.514991808681
"lardist.65",185.371036226078,0.824005033779138,"lardist.65","UP",185.372867636624
"lardur.69",189.233332105297,0.697600956397179,"lardur.69","UP",189.234617939657
"larct.72",96.9477971880881,0.659302773395679,"larct.72","UP",96.950038987974
"lardur.74",211.426323403163,0.930170864362605,"lardur.74","UP",211.428369538281
"lardist.74",175.676452078664,0.881743767526207,"lardist.74","UP",175.678664860075
"lardur.75",207.90603320526,0.902834012636247,"lardur.75","UP",207.907993478848
"inadist.78",11.7997287154727,0.594501372013373,"inadist.78","UP",11.8146954950214
"lardist.80",180.400735388421,0.67008890972375,"lardist.80","UP",180.401979888886
"larct.82",131.938280180503,0.762054733033745,"larct.82","UP",131.940480916226
"smlct.84",47.7020125682865,0.748069004582588,"smlct.84","UP",47.7078778641492
"smldur.84",60.1257596388719,0.685973279236707,"smldur.84","UP",60.129672637486
"larct.84",114.217496442077,0.713379430125243,"larct.84","UP",114.21972423232
"lardur.84",215.973415669043,0.782183053319503,"lardur.84","UP",215.974832066337
"inadist.85",19.2958729985774,0.641188859028661,"inadist.85","UP",19.3065231963233
"smlct.86",46.1153934187021,0.605747596673371,"smlct.86","UP",46.1193716383099
"smldur.86",59.3892198645516,0.750834493859736,"smldur.86","UP",59.3939659271648
"smldist.86",92.8849778460833,0.641450113654611,"smldist.86","UP",92.8871927001548
"larct.86",108.34031852532,0.650532248709545,"larct.86","UP",108.342271576584
"larct.87",111.614393726402,0.653873963848174,"larct.87","UP",111.616309014735
"smldur.89",51.6089700960573,0.635165783700013,"smldur.89","UP",51.6128785280236
"larct.89",103.15119843747,0.588192365287856,"larct.89","UP",103.152875429359
"smldist.90",109.390948304098,0.903858462789574,"smldist.90","UP",109.394682370719
"larct.90",109.172492071831,0.656564117666335,"larct.90","UP",109.174466344538
"smlct.91",38.7761437702704,0.664099926458594,"smlct.91","UP",38.781830209584
"smldur.91",54.241022757451,0.652254203234637,"smldur.91","UP",54.2449443295866
"smldist.91",89.1578730419292,0.756411841628059,"smldist.91","UP",89.1610816681523
"smlct.92",32.0907557248407,0.596168186590074,"smlct.92","UP",32.0962929245435
"lardist.92",154.270934183526,-0.632902403779129,"lardist.92","DOWN",154.272232431214
"smldist.95",75.6160935112796,0.717608856394781,"smldist.95","UP",75.6194985461908
"larct.96",130.189362995535,1.03819756117039,"larct.96","UP",130.193502492863
"smldist.98",70.3766925672254,0.590681239865638,"smldist.98","UP",70.3791713579301
"larct.98",104.481896983376,0.73356356340157,"larct.98","UP",104.484472113068
"lardur.98",207.9943657533,0.960540922962875,"lardur.98","UP",207.99658368344
"smldur.100",42.8818728047412,0.750194408735999,"smldur.100","UP",42.8884344187673
"smldist.100",86.0083181813844,0.756411841628059,"smldist.100","UP",86.0116443004342
"larct.100",131.797880456081,1.05924012535213,"larct.100","UP",131.802136865677
"lardur.100",230.986410489498,1.16520661759065,"lardur.100","UP",230.989349402271
"lardist.100",204.043988467822,1.32754677462725,"lardist.100","UP",204.048307050795
"lardist.101",177.482037825514,0.628386169488039,"lardist.101","UP",177.483150242144
"smldist.105",93.0694896962651,0.592262551938089,"smldist.105","UP",93.0713741558253
"smlct.106",44.3454694442967,0.602522585213216,"smlct.106","UP",44.3495624972868
"smldur.106",49.4904960477795,0.638581894493571,"smldur.106","UP",49.4946157262712
"smldist.106",91.0895586963635,0.672905748280049,"smldist.106","UP",91.0920441402229
"larct.106",137.080152328737,1.32490682006622,"larct.106","UP",137.086554922617
"lardur.106",224.36285758351,1.32872734377431,"lardur.106","UP",224.366792060217
"lardist.106",192.532206970214,1.38092782718551,"lardist.106","UP",192.537159225136
"smldist.107",76.3624865864344,0.643481474677652,"smldist.107","UP",76.3651977413247
"larct.108",113.368411297069,0.622456883614146,"larct.108","UP",113.370120104873
"smldist.110",97.4711988463481,0.816541686493609,"smldist.110","UP",97.4746189778145
"larct.110",106.661224875066,0.646976230158838,"larct.110","UP",106.663187042634
"larct.111",112.620406971178,0.82795789116575,"larct.111","UP",112.623450402762
"lardist.111",168.60717036684,0.638664226488307,"lardist.111","UP",168.608379955169
"larct.113",112.763695333973,0.592393866552133,"larct.113","UP",112.765251367015
"lardur.113",227.637033091867,0.747757765965466,"lardur.113","UP",227.638261231596
"inadur.115",48.2052302375816,0.633519329485273,"inadur.115","UP",48.2093929540612
"inadist.115",16.0944608981121,0.599856830151453,"inadist.115","UP",16.1056356539423
"larct.121",95.7352776096715,0.641709911907725,"larct.121","UP",95.7374282640385
"lardur.121",220.891541800639,0.805512886448435,"lardur.121","UP",220.893010505253
"lardist.121",177.190636171922,1.07806514614477,"lardist.121","UP",177.193915729265
"lardur.122",191.231666651547,0.702082078151422,"lardur.122","UP",191.232955448512
"lardist.122",162.406137094105,0.68173814724322,"lardist.122","UP",162.407567966307
"smlct.124",42.7990201479411,0.607262645007942,"smlct.124","UP",42.8033280662134
"smldist.124",100.571905720406,0.617251089644994,"smldist.124","UP",100.573799864288
"larct.124",129.94107217685,0.70056242180693,"larct.124","UP",129.942960664193
"lardur.124",216.562959102949,0.962681429829667,"lardur.124","UP",216.565098783163
"lardist.124",196.81323556056,0.932486932759516,"lardist.124","UP",196.815444576121
"lardist.125",212.392544976785,1.0942044220668,"lardist.125","UP",212.395363520565
"smlct.126",46.6992225745565,0.633798532827788,"smlct.126","UP",46.7035233108615
"smldur.126",57.7347223627793,0.589580710148453,"smldur.126","UP",57.7377326513692
"larct.126",114.316574021134,0.897818729655818,"larct.126","UP",114.320099608077
"lardur.126",209.71130373941,0.719463140146081,"lardur.126","UP",209.712537878146
"lardist.126",184.652054534832,0.947824591167824,"lardist.126","UP",184.654487124982
"inadur.127",33.4105631769334,0.658525194038549,"inadur.127","UP",33.4170523420459
"inadist.127",18.1415592368796,0.627203671917629,"inadist.127","UP",18.1523980782506
"smlct.127",42.0565297210599,0.705690051304706,"smlct.127","UP",42.0624498885515
"smldur.127",47.4174679755233,0.673713939734434,"smldur.127","UP",47.4222538443964
"larct.127",116.953620701253,0.776535116358126,"larct.127","UP",116.956198646841
"smldur.129",63.1649842489704,0.630786643477969,"smldur.129","UP",63.1681337935693
"smldur.130",51.8355596642109,0.632158921628652,"smldur.130","UP",51.8394142579192
"smldist.130",86.2417179858983,0.66811266836272,"smldist.130","UP",86.2443058740508
"larct.130",141.176728191939,1.15362729293408,"larct.130","UP",141.181441552747
"lardur.130",218.919039850217,1.10757284911255,"lardur.130","UP",218.921841593198
"lardist.130",196.366816141077,0.941080985426565,"lardist.130","UP",196.369071176712
"larct.132",117.122121127609,0.797621611975763,"larct.132","UP",117.124837065698
"lardur.132",225.458888998128,0.632268198759176,"lardur.132","UP",225.459775550641
"smlct.133",33.7570036202494,0.696800818758571,"smlct.133","UP",33.7641944195112
"smldur.133",48.3147009041597,0.589426247609328,"smldur.133","UP",48.3182961905714
"larct.133",106.831877670616,0.791983748108828,"larct.133","UP",106.83481326275
"larct.135",103.185936193726,0.628180469401917,"larct.135","UP",103.187848310146
"lardur.135",203.319116059627,0.855006185124911,"lardur.135","UP",203.320913805847
"lardist.135",172.487626378747,0.862261888632546,"lardist.135","UP",172.489781579486
"larct.138",123.377895850627,0.919406700356236,"larct.138","UP",123.381321492391
"lardur.138",190.103052894515,0.707564490540582,"lardur.138","UP",190.104369669198
"larct.139",115.475906426581,0.957843178291113,"larct.139","UP",115.479878890631
"lardist.139",178.030181122375,1.10844258185691,"lardist.139","UP",178.03363175373
"lardur.141",202.60592532056,0.72357234703616,"lardur.141","UP",202.60721737377
"lardist.141",187.028207851044,0.932582132910324,"lardist.141","UP",187.030532912164
"inadist.143",16.6645231753915,0.605771215461346,"inadist.143","UP",16.6755297195814
"larct.144",105.684304121778,0.589932964807637,"larct.144","UP",105.68595062073
"lardur.144",196.2315970563,0.70756449054058,"lardur.144","UP",196.232872706829
"lardist.144",159.944846338463,0.72530303483258,"lardist.144","UP",159.94649084843
"inact.145",26.2864915843374,0.589834591917743,"inact.145","UP",26.2931083111005
"larct.146",108.112704280191,0.731121613649784,"larct.146","UP",108.11517638884
"lardur.146",219.691711044773,1.00227142710678,"lardur.146","UP",219.693997300322
"lardist.146",192.244311777112,1.27309007966746,"lardist.146","UP",192.248527091903
"smldur.149",49.3331721240913,0.588680187923364,"smldur.149","UP",49.3366842845044
"smldist.149",95.1347918101541,0.736488569049666,"smldist.149","UP",95.1376425405513
"lardur.149",226.315667685647,1.00199918087081,"lardur.149","UP",226.317885820716
"lardist.152",189.370321612721,0.741749215856048,"lardist.152","UP",189.371774294916
"inadur.155",46.7203252699724,0.697965514424028,"inadur.155","UP",46.725538511518
"smlct.155",46.4396855124388,0.732406477393942,"smlct.155","UP",46.4454605934999
"smldur.155",51.3585693167728,0.61480120607492,"smldur.155","UP",51.3622490043879
"smldist.155",96.5004950983091,0.716735706180176,"smldist.155","UP",96.5031567581667
"larct.159",120.17927027674,0.813051327407368,"larct.159","UP",120.182020521835
"lardur.159",232.726131006405,1.18632534348042,"lardur.159","UP",232.729154643399
"lardist.159",198.935167780261,1.21691098207884,"lardist.159","UP",198.938889742803
"larct.160",92.4352739537114,0.620989527644833,"larct.160","UP",92.4373598654306
"lardur.160",182.71585136716,0.601148732964404,"lardur.160","UP",182.716840276493
"smlct.162",52.9388827540301,0.639224738514803,"smlct.162","UP",52.9427418586465
"smldur.162",66.9576053165814,0.793748174710672,"smldur.162","UP",66.9623098906837
"smldist.162",116.151473776354,1.00215539451109,"smldist.162","UP",116.155796996335
"larct.163",146.106184947006,1.08051663154036,"larct.163","UP",146.11018032964
"lardur.163",243.107488007098,1.36575562187099,"lardur.163","UP",243.111324321883
"lardist.163",207.685542877265,1.36896691127052,"lardist.163","UP",207.690054626187
"larct.164",117.912485172401,0.630034718116406,"larct.164","UP",117.91416837377
"lardist.164",202.881675138978,0.733022653771537,"lardist.164","UP",202.882999360244
"larct.165",125.19297262188,0.723900785009596,"larct.165","UP",125.195065502796
"lardur.166",216.425743183328,0.866206467313543,"lardur.166","UP",216.427476596896
"lardist.166",188.410621040431,1.25713102813689,"lardist.166","UP",188.414814967568
"smldur.167",64.6651600376347,0.603542910917478,"smldur.167","UP",64.6679765164972
"smldist.167",119.397777503719,0.608335751239325,"smldist.167","UP",119.399327239369
"larct.167",104.510997862506,0.608507877377193,"larct.167","UP",104.512769344486
"lardist.167",175.00825701889,0.623324768514416,"lardist.167","UP",175.009367059472
"smlct.172",37.7781018313483,0.665221760266387,"smlct.172","UP",37.7839582094049
"smldur.172",72.202310762353,0.916859866903054,"smldur.172","UP",72.2081318927372
"smldist.172",107.935633335446,0.883016047663218,"smldist.172","UP",107.939245230196
"larct.172",113.671174333857,0.826598811950648,"larct.172","UP",113.674179742077
"lardur.172",212.018729940259,0.775709128526413,"lardur.172","UP",212.020148972055
"lardist.172",193.716284113777,0.870248393996728,"lardist.172","UP",193.718238849926
"smldist.173",91.9085842975354,0.683041672119674,"smldist.173","UP",91.911122360153
"smlct.174",43.7160125282074,0.630266951414772,"smlct.174","UP",43.7205556666018
