X.log10P,log2FC,feature
6.76814827625658,0.537604783362879,inadist.1
7.88140463477624,0.735074570295632,smldist.1
5.24366823267894,0.189639870215469,lardist.1
2.40844438728875,0.131077505383944,inadist.2
3.33620434161423,0.0438425323277084,smldist.2
4.09031027998298,-0.096046721260392,lardist.2
2.3393209215393,0.0417964205727108,inadist.3
2.98749052859845,-0.0186022256819361,smldist.3
4.75263424481528,0.0334444550229477,lardist.3
1.72688837487204,0.0756076796346243,inadist.4
4.30878546036074,0.0577651953026421,smldist.4
4.9768080818708,0.106701317999495,lardist.4
2.80490532583048,0.152339060613673,inadist.5
4.89314732735452,0.0872882610041846,smldist.5
4.52700433586985,-0.00188012174983841,lardist.5
1.68058865350839,-0.00348994012795847,inadist.6
4.05423179810438,0.135807037544023,smldist.6
4.9768080818708,0.0342833820011525,lardist.6
2.16589734428721,0.0523158311033606,inadist.7
4.6696628150439,0.0866503970125249,smldist.7
4.89314732735452,0.0527108507479292,lardist.7
3.37948250394609,0.158381558785299,inadist.8
4.78459900693439,0.167276568662654,smldist.8
4.65670855617174,-0.0380913813597528,lardist.8
2.20109352802574,0.072331844967774,inadist.9
4.88768933563827,0.149825508523884,smldist.9
4.61848260848611,-0.00195267700489066,lardist.9
2.82740831251467,0.100488939953941,inadist.10
4.67455826936817,0.172376272984758,smldist.10
5.00257389778457,0.122515708921831,lardist.10
1.87098599000849,0.0246377487670948,inadist.11
3.19347344201854,-0.139186040919969,smldist.11
4.78459900693439,0.0347188295770351,lardist.11
1.33406559000522,-0.0621497343133398,inadist.12
3.97461738052977,0.0701774982990028,smldist.12
5.00436480540245,0.0696079587739385,lardist.12
1.72011802262251,0.0455042412433057,inadist.13
3.52548712838787,0.0465218780934471,smldist.13
4.66322824001154,-0.124722553898048,lardist.13
3.24971635487608,0.14453712267563,inadist.14
3.66956037501939,-0.019448272917622,smldist.14
4.46192231933891,-0.107807490594452,lardist.14
1.87098599000849,0.0540593282640927,inadist.15
2.3499414178921,-0.127918112483626,smldist.15
4.91207008005808,0.0347188295770348,lardist.15
2.81633164263998,0.153398565900788,inadist.16
3.12913936079888,-0.0524591660526672,smldist.16
4.78459900693439,0.0167132134738891,lardist.16
1.64674116291914,0.0445913678708541,inadist.17
2.57103024806752,-0.178968282573933,smldist.17
4.90972978178676,0.0527108507479292,lardist.17
0.782203179595613,-0.0415338256996024,inadist.18
2.71162855766639,-0.115737807732775,smldist.18
4.79303217447125,-0.0376195429108233,lardist.18
1.90595284826131,-0.00370351448522549,inadist.19
3.15456672686844,-0.019448272917622,smldist.19
4.75992643027744,0.0495815634140569,lardist.19
1.73923002298548,-0.032580648480387,inadist.20
3.07227562313568,-0.0436375944729743,smldist.20
4.45954666743136,-0.138098137152952,lardist.20
1.47791159976381,-0.0613211837048452,inadist.21
3.14403167851732,-0.0319593838469252,smldist.21
4.75271736905843,0.0164995911380153,lardist.21
0.982947549412436,-0.0222639756847887,inadist.22
2.72160369604956,-0.0307341085910841,smldist.22
4.78459900693439,0.0533847200558146,lardist.22
2.09765635187863,0.0159163639436234,inadist.23
4.50057900203114,0.100502807516518,smldist.23
5.00257389778457,0.0520537835472299,lardist.23
1.34886545421719,-0.0716565308682744,inadist.24
3.42596873227228,0.0139398861917018,smldist.24
4.62001314190584,-0.0385752068097056,lardist.24
1.67468962828894,-0.0132875872692809,inadist.25
2.98749052859845,-0.0429498918388443,smldist.25
4.99064910293118,0.0533847200558143,lardist.25
1.0319378637821,-0.120672054483566,inadist.26
3.02599679304835,-0.0314577337874825,smldist.26
4.66110708431932,-0.0385752068097056,lardist.26
