"","X.log10P","log2FC","feature","SigDiff","norm"
"smldur.245",66.5765454058949,0.705442363997645,"smldur.245","UP",66.5802827202777
"smldur.247",43.4685210829577,0.589746245847722,"smldur.247","UP",43.4725215023701
"lardur.247",229.01772876696,0.846972355984873,"lardur.247","UP",229.019294933307
"smldur.248",58.456501522265,0.712952543949386,"smldur.248","UP",58.4608490491927
"smldur.252",51.416698754819,0.691937013366082,"smldur.252","UP",51.4213543936201
"lardur.252",232.655327083667,0.638193940195188,"lardur.252","UP",232.656202392959
"lardur.253",227.494002617544,1.09723151521294,"lardur.253","UP",227.496648643335
"lardur.256",221.70419394846,0.857234853679277,"lardur.256","UP",221.705851221682
"lardur.258",236.512861624523,1.04207942242299,"lardur.258","UP",236.515157322619
"smldur.259",84.4665022787094,0.741944677111255,"smldur.259","UP",84.4697607970042
"lardur.259",255.945386945443,1.60159020551746,"lardur.259","UP",255.950397909124
"smldur.262",43.8624876468779,0.636817632352463,"smldur.262","UP",43.8671102224593
"lardur.264",219.989387649433,0.791254880510533,"lardur.264","UP",219.990810632304
"inadur.265",24.0219078800671,0.622568066172127,"inadur.265","UP",24.0299739740901
"smldur.265",49.1133062130415,0.669613630892484,"smldur.265","UP",49.1178707762323
"lardur.265",238.161150909263,1.09122045456603,"lardur.265","UP",238.163650804452
"lardur.267",201.0487630007,0.775709128526412,"lardur.267","UP",201.050259459579
"lardur.268",223.16416536001,0.711716290195817,"lardur.268","UP",223.165300261729
"lardur.270",228.888689468818,1.26222620263472,"lardur.270","UP",228.892169769391
"smldur.272",57.5389655651738,0.686720625338109,"smldur.272","UP",57.5430633832395
"lardur.273",208.627846400958,0.922488154404783,"lardur.273","UP",208.629885870401
"inadur.276",36.8158119693723,0.649416963356445,"inadur.276","UP",36.8215392583807
"smldur.276",50.8553856524133,0.707070112003117,"smldur.276","UP",50.8603008052348
"lardur.276",221.521955696087,0.604592173396694,"lardur.276","UP",221.522780740752
"inadur.277",30.7080267103603,0.608710357961364,"inadur.277","UP",30.7140592033045
"smldur.277",49.6880373220035,0.640470450938462,"smldur.277","UP",49.6921649288028
"lardur.277",240.145390361904,0.805512886448435,"lardur.277","UP",240.146741312643
"lardur.280",226.413353482774,0.638193940195188,"lardur.280","UP",226.41425292331
"lardur.281",239.783123885811,0.791254880510533,"lardur.281","UP",239.784429404255
"smldur.283",80.5569672243049,0.670348488886576,"smldur.283","UP",80.5597563022275
"lardur.283",215.076317682392,0.962681429829667,"lardur.283","UP",215.078472152265
"smldur.288",47.843814427159,0.597229141882774,"smldur.288","UP",47.8475418552337
"smldur.289",44.3032178818122,0.647652883762048,"smldur.289","UP",44.3079515317642
"lardur.290",226.230281917153,0.632268198759176,"lardur.290","UP",226.231165446739
"lardur.292",204.217732183422,0.64793947519655,"lardur.292","UP",204.21876006798
