"","X.log10P","log2FC","feature","SigDiff","norm"
"inadur.1",7.57446577950174,0.582519265002402,"inadur.1","UP",7.5968322700282
"inadur.160",4.13713501496877,0.392467963367976,"inadur.160","UP",4.15570899298193
"inadur.162",4.16730328427164,0.400471265134183,"inadur.162","UP",4.18650139105427
"inadur.176",4.05254937587776,0.385001833019469,"inadur.176","UP",4.07079634167022
"inadur.222",4.73612732313478,0.405370675381118,"inadur.222","UP",4.75344374168904
