X.log10P,log2FC,feature
3.18442225167573,0.304157224835619,L1Norm.1
0.00423278093513049,-0.0984622200691425,L1Norm.2
0.190440285364732,0.00276749237885823,L1Norm.3
0.358594276942999,0.158162104150092,L1Norm.4
0.376750709602099,0.178096565529638,L1Norm.5
0.376750709602099,0.099759380067504,L1Norm.6
0.376750709602099,0.173429494117588,L1Norm.7
0.376750709602099,0.138398430721683,L1Norm.8
0.376750709602099,0.130658623604605,L1Norm.9
0.358594276942999,0.255976954635438,L1Norm.10
0.304289256603741,-0.136292141971101,L1Norm.11
0.376750709602099,0.0605976299115698,L1Norm.12
0.363177902412826,-0.172776535200788,L1Norm.13
0.376750709602099,-0.114004993410865,L1Norm.14
0.376750709602099,-0.0286019231988927,L1Norm.15
0.376750709602099,-0.00924134265848637,L1Norm.16
0.168387561636328,-0.158159841464027,L1Norm.17
0.247905249660991,-0.321055604744059,L1Norm.18
0.376750709602099,-0.0509194837412613,L1Norm.19
0.358594276942999,-0.275575770601231,L1Norm.20
0.298237095479811,-0.267489252666023,L1Norm.21
0.358594276942999,0.0399933098026904,L1Norm.22
0.376750709602099,0.12791551861938,L1Norm.23
0.376750709602099,-0.239205993852387,L1Norm.24
0.376750709602099,-0.12555719636921,L1Norm.25
0.313750827137349,-0.41757984135283,L1Norm.26
0.376750709602099,0.206921981314553,L1Norm.27
0.376750709602099,0.121592048751459,L1Norm.28
0.358594276942999,-0.277337003057274,L1Norm.29
0.284929620165247,-0.119709303519079,L1Norm.30
0.284929620165247,-0.267665351046041,L1Norm.31
0.168387561636328,-0.372501570301219,L1Norm.32
0.312707696652381,-0.182510193114372,L1Norm.33
0.358594276942999,-0.319556176247302,L1Norm.34
0.358594276942999,-0.477751002639476,L1Norm.35
0.358594276942999,-0.618164708194593,L1Norm.36
0.319049163492407,-0.354729062149217,L1Norm.37
0.256906394833488,-0.366907249710015,L1Norm.38
0.376750709602099,-0.010913823404725,L1Norm.39
0.376750709602099,-0.0797207539748137,L1Norm.40
0.376750709602099,-0.33173347413226,L1Norm.41
0.376750709602099,-0.0921614150539928,L1Norm.42
0.304383637671569,-0.542508013700616,L1Norm.43
0.376750709602099,-0.157332066592917,L1Norm.44
0.358594276942999,0.0195283409715236,L1Norm.45
0.376750709602099,0.00478529303137329,L1Norm.46
0.376750709602099,-0.0506784234120308,L1Norm.47
0.376750709602099,-0.236944590804601,L1Norm.48
0.358594276942999,-0.013751289310525,L1Norm.49
0.269027827311826,-0.316630440808227,L1Norm.50
0.20057960966341,-0.446881273492625,L1Norm.51
0.358594276942999,-0.328437321887116,L1Norm.52
0.376750709602099,-0.07809568461686,L1Norm.53
0.376750709602099,0.206505368528572,L1Norm.54
0.376750709602099,-0.0328162377317017,L1Norm.55
0.376750709602099,0.212506369311143,L1Norm.56
0.358594276942999,-0.139364941046931,L1Norm.57
0.376750709602099,-0.0574245268979416,L1Norm.58
0.358594276942999,-0.007630740203235,L1Norm.59
0.358594276942999,-0.107805223596909,L1Norm.60
0.376750709602099,0.0015250970104722,L1Norm.61
0.376750709602099,0.162991616014943,L1Norm.62
0.30482298468112,-0.226244761538702,L1Norm.63
0.376750709602099,-0.00275848158646823,L1Norm.64
0.376750709602099,0.0383074991257845,L1Norm.65
0.376750709602099,0.00724858772538231,L1Norm.66
0.376750709602099,0.285024697071334,L1Norm.67
0.376750709602099,-0.0835058999523834,L1Norm.68
0.376750709602099,0.100922640402427,L1Norm.69
0.376750709602099,-0.0551771330028521,L1Norm.70
0.376750709602099,-0.0108766342782149,L1Norm.71
0.376750709602099,0.0227442552704699,L1Norm.72
0.376750709602099,0.120662507265668,L1Norm.73
0.376750709602099,0.0780590994230842,L1Norm.74
0.358594276942999,-0.17899927196204,L1Norm.75
0.376750709602099,0.172465596253379,L1Norm.76
0.358594276942999,-0.143978280183936,L1Norm.77
0.304289256603741,-0.26062348955573,L1Norm.78
0.376750709602099,0.107747273426963,L1Norm.79
0.376750709602099,-0.0997385287615748,L1Norm.80
0.376750709602099,-0.216427615298802,L1Norm.81
0.376750709602099,0.213705268637142,L1Norm.82
0.376750709602099,0.0777329549953145,L1Norm.83
0.376750709602099,-0.0889969116101519,L1Norm.84
0.376750709602099,-0.00317410310752386,L1Norm.85
0.376750709602099,0.179188950058934,L1Norm.86
0.313226274024452,-0.0994283742999115,L1Norm.87
0.376750709602099,0.117944214079684,L1Norm.88
0.358594276942999,-0.117372129981559,L1Norm.89
0.358594276942999,-0.226548798384382,L1Norm.90
0.358594276942999,-0.104733089522585,L1Norm.91
0.376750709602099,0.163160268003575,L1Norm.92
0.376750709602099,0.225059679127771,L1Norm.93
0.358594276942999,0.0355985348349104,L1Norm.94
0.307560862822939,0.206468162784191,L1Norm.95
0.376750709602099,0.254104865703929,L1Norm.96
0.376750709602099,0.131008208597561,L1Norm.97
0.376750709602099,-0.00730287410362658,L1Norm.98
0.358594276942999,-0.0705714392793171,L1Norm.99
0.358594276942999,-0.0731364101881144,L1Norm.100
0.376750709602099,0.0540238877956119,L1Norm.101
0.376750709602099,0.139537414125058,L1Norm.102
0.358594276942999,0.116010513672996,L1Norm.103
0.358594276942999,-0.0720263557274352,L1Norm.104
0.182837397261516,-0.0548033600314745,L1Norm.105
0.376750709602099,0.0220841096670408,L1Norm.106
0.366635679292487,0.273323634163743,L1Norm.107
0.358594276942999,0.0282272774240933,L1Norm.108
0.376076862326644,-0.0309888730269774,L1Norm.109
0.376750709602099,0.259820132818046,L1Norm.110
0.291063400702792,-0.0880551151954534,L1Norm.111
0.358594276942999,-0.166110979760313,L1Norm.112
0.376750709602099,-0.0826970466332706,L1Norm.113
0.358594276942999,-0.231759435981648,L1Norm.114
0.30482298468112,-0.081709394209377,L1Norm.115
0.124634075436982,-0.24761594730777,L1Norm.116
0.0648173509277937,-0.206113796897181,L1Norm.117
0.376750709602099,0.147141078612457,L1Norm.118
0.358594276942999,0.21841114317022,L1Norm.119
0.304289256603741,0.105021437013071,L1Norm.120
0.1249387366083,-0.193719537738719,L1Norm.121
0.301434178552068,-0.172102789799929,L1Norm.122
0.358594276942999,-0.213762038782732,L1Norm.123
0.358594276942999,0.0598453192467213,L1Norm.124
0.182837397261516,-0.0181901858323671,L1Norm.125
0.30984846071117,0.0791985413546597,L1Norm.126
0.30482298468112,0.020849578024188,L1Norm.127
0.363177902412826,-0.029340509297556,L1Norm.128
0.376750709602099,0.160994889711495,L1Norm.129
0.291063400702792,0.090821696829321,L1Norm.130
0.376750709602099,0.147448768448068,L1Norm.131
0.350090121774742,-0.175198051941448,L1Norm.132
0.358594276942999,-0.173541213102215,L1Norm.133
0.358594276942999,0.15609497865024,L1Norm.134
0.298237095479811,-0.0917506166338676,L1Norm.135
0.30482298468112,-0.0389020700789125,L1Norm.136
0.358594276942999,-0.0555555175364192,L1Norm.137
0.313750827137349,-0.0593612034983775,L1Norm.138
0.376076862326644,0.177741833027062,L1Norm.139
0.376750709602099,0.270952410203066,L1Norm.140
0.376750709602099,0.186862361259821,L1Norm.141
0.243038048686294,-0.0666715561437055,L1Norm.142
0.366635679292487,0.084767919190764,L1Norm.143
0.376750709602099,0.0563309335174163,L1Norm.144
0.331686980342154,-0.0181345236949267,L1Norm.145
0.313750827137349,0.148516365136057,L1Norm.146
0.326584100136369,0.00747066114448499,L1Norm.147
0.376750709602099,0.329654277198025,L1Norm.148
0.376750709602099,0.151787482843845,L1Norm.149
0.376750709602099,0.225954870043938,L1Norm.150
0.358594276942999,-0.00515542500872108,L1Norm.151
0.358594276942999,0.320975760398406,L1Norm.152
0.376750709602099,0.272484671011497,L1Norm.153
0.366635679292487,0.113508000939763,L1Norm.154
0.319049163492407,-0.099732190545183,L1Norm.155
0.358594276942999,0.0725945913011942,L1Norm.156
0.358594276942999,0.0585801062799111,L1Norm.157
0.366635679292487,0.024159909866708,L1Norm.158
0.358594276942999,-0.129692351347059,L1Norm.159
0.376750709602099,0.295942894850308,L1Norm.160
0.236630969777307,0.102631162712054,L1Norm.161
0.358594276942999,0.0276723287664341,L1Norm.162
0.100316261699968,-0.348882140476658,L1Norm.163
0.358594276942999,-0.019231250105458,L1Norm.164
0.358594276942999,0.299958630321207,L1Norm.165
0.0955970941185605,-0.0370762158723243,L1Norm.166
0.229581199847047,0.0176706687298811,L1Norm.167
0.358594276942999,0.195373500221852,L1Norm.168
0.236630969777307,-0.00138881407766174,L1Norm.169
0.263421677351106,0.00903940045939121,L1Norm.170
0.168387561636328,-0.00137851958319757,L1Norm.171
0.087100259681617,-0.188252970539978,L1Norm.172
0.0674641148637946,-0.106274865031543,L1Norm.173
0.376750709602099,0.178351153273909,L1Norm.174
0.358594276942999,0.0772171646196616,L1Norm.175
0.376750709602099,0.0691520613079577,L1Norm.176
0.376750709602099,0.150883252348123,L1Norm.177
0.358594276942999,0.0831198139637369,L1Norm.178
0.125860479752824,-0.0250803252308729,L1Norm.179
0.358594276942999,0.157602150252746,L1Norm.180
0.376750709602099,-0.0286108457184274,L1Norm.181
0.257056057843723,0.160540495443992,L1Norm.182
0.284929620165247,0.0537607140037393,L1Norm.183
0.327238980102484,-0.103084910872707,L1Norm.184
0.358594276942999,0.0394964519078926,L1Norm.185
0.358594276942999,0.13742507124577,L1Norm.186
0.358594276942999,0.204911776056367,L1Norm.187
0.319049163492407,0.17794995467385,L1Norm.188
0.376750709602099,0.169658838514263,L1Norm.189
0.358594276942999,0.0828123712432884,L1Norm.190
0.313750827137349,0.167978831918677,L1Norm.191
0.376750709602099,0.227120782664089,L1Norm.192
0.0842249549522535,-0.0991828162873968,L1Norm.193
0.125860479752824,0.0183142624914034,L1Norm.194
0.358594276942999,0.0229908316456597,L1Norm.195
0.203716175577178,-0.114728962525016,L1Norm.196
0.112704280191288,-0.188631037205974,L1Norm.197
0.247905249660991,0.00875463208905377,L1Norm.198
0.184679871802705,0.16974609190845,L1Norm.199
